id,alunoId,consultorId,turmaId,trilhaId,ciclo,sessionNumber,sessionDate,presence,taskStatus,engagementScore,feedback,batchId,createdAt,notaEvolucao,mensagemAluno,taskId,taskDeadline,relatoAluno,isAssessment,evidenceLink,evidenceImageUrl,evidenceImageKey,submittedAt,validatedBy,validatedAt,customTaskTitle,customTaskDescription,taskMode,textoAplicabilidade,notaAlunoAplicabilidade,notaMentoraAplicabilidade,aplicabilidadeAvaliadaEm,tipoSessao,appointmentId
30011,201,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30012,201,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30013,201,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30014,201,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30015,201,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30016,202,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30017,202,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30018,202,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30019,202,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30020,202,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30021,203,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30022,203,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30023,203,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30024,203,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30025,203,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30026,204,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30027,204,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30028,204,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30029,204,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30030,204,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30031,205,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30032,205,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30033,205,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30034,205,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30035,205,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30036,206,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30037,206,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30038,206,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30039,206,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30040,206,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30041,207,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:14,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30042,207,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30043,207,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30044,207,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30045,207,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30046,208,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30047,208,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30048,208,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30049,208,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30050,208,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30051,209,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30052,209,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30053,209,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30054,209,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30055,209,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30056,210,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30057,210,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30058,210,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30059,210,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30060,210,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30061,211,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30062,211,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30063,211,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30064,211,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30065,211,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30066,212,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30067,212,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30068,212,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30069,212,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30070,212,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30071,213,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30072,213,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30073,213,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30074,213,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30075,213,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30076,214,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30077,214,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30078,214,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30079,214,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30080,214,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30081,215,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30082,215,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30083,215,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30084,215,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30085,215,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30086,216,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30087,216,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30088,216,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30089,216,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30090,216,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30091,217,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30092,217,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30093,217,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30094,217,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30095,217,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30096,218,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30097,218,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30098,218,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30099,218,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30100,218,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30101,219,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30102,219,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30103,219,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30104,219,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30105,219,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30106,220,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30107,220,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30108,220,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30109,220,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30110,220,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30111,221,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30112,221,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30113,221,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30114,221,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30115,221,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30116,222,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30117,222,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:15,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30118,222,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:16,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30119,222,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:16,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30120,222,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:16,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30121,223,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:16,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
30122,223,14,36,,II,2,2024-09-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:16,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30123,223,14,36,,III,3,2024-10-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:16,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30124,223,14,36,,IV,4,2024-11-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:16,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30125,223,14,36,,IV,5,2024-12-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:16,3,,,,,0,,,,,,,,,sem_tarefa,,,,,individual_normal,
30126,224,14,36,,I,1,2024-08-15 00:00:00,presente,entregue,3,Dados históricos - informações de mentoria não disponíveis,,2026-02-12 23:12:16,3,,,,,1,,,,,,,,,sem_tarefa,,,,,individual_assessment,
